date,timestamp,message
2025-05-12,2025-05-12 15:58:32,been weeks now
2025-05-12,2025-05-12 16:35:56,maybe longer
2025-05-12,2025-05-12 17:13:21,losing track
2025-05-12,2025-05-12 17:51:05,everything is gray
2025-05-12,2025-05-12 18:28:30,no color anymore
2025-05-12,2025-05-12 19:05:54,just existing
2025-05-12,2025-05-12 19:43:19,not living
2025-05-12,2025-05-12 20:21:03,feel so isolated
2025-05-12,2025-05-12 20:58:28,even though people reach out
2025-05-12,2025-05-12 21:35:52,i push them away
2025-05-12,2025-05-12 22:13:17,dont mean to
2025-05-12,2025-05-12 22:51:01,just cant connect
2025-05-12,2025-05-12 23:28:26,feel broken
2025-05-12,2025-05-12 12:29:17,hey
2025-05-12,2025-05-12 13:55:52,yeah
2025-05-12,2025-05-12 15:22:38,no
2025-05-12,2025-05-12 16:49:23,bad
2025-05-12,2025-05-12 18:15:59,😢
2025-05-12,2025-05-12 19:42:45,idk
2025-05-12,2025-05-12 21:09:30,cant
2025-05-12,2025-05-12 22:36:06,night
2025-05-13,2025-05-13 12:27:38,morning
2025-05-13,2025-05-13 13:05:23,yeah im here
2025-05-13,2025-05-13 13:42:48,barely
2025-05-13,2025-05-13 14:20:12,feeling so low
2025-05-13,2025-05-13 14:57:37,lower than before
2025-05-13,2025-05-13 15:35:21,didnt think that was possible
2025-05-13,2025-05-13 16:12:46,but here we are
2025-05-13,2025-05-13 16:50:10,cant stop crying 😢
2025-05-13,2025-05-13 17:27:35,its pathetic
2025-05-13,2025-05-13 18:05:19,i know
2025-05-13,2025-05-13 18:42:44,but i cant help it
2025-05-13,2025-05-13 19:20:08,feel so weak
2025-05-13,2025-05-13 19:57:33,and useless
2025-05-13,2025-05-13 20:35:17,like a burden
2025-05-13,2025-05-13 21:12:42,on everyone
2025-05-13,2025-05-13 21:50:06,should probably stop texting
2025-05-13,2025-05-13 22:27:31,bringing everyone down
2025-05-13,2025-05-13 23:05:15,sorry
2025-05-13,2025-05-13 23:42:40,going to bed
2025-05-13,2025-05-13 12:41:52,hey
2025-05-13,2025-05-13 14:08:27,yeah
2025-05-13,2025-05-13 15:35:13,not ok
2025-05-13,2025-05-13 17:01:58,really not ok
2025-05-13,2025-05-13 18:28:34,😔😢
2025-05-13,2025-05-13 19:55:20,cant do this
2025-05-13,2025-05-13 21:22:05,so tired of feeling like this
2025-05-13,2025-05-13 22:48:41,night
2025-05-14,2025-05-14 12:36:49,morning
2025-05-14,2025-05-14 13:14:34,yeah
2025-05-14,2025-05-14 13:51:59,slept maybe an hour
2025-05-14,2025-05-14 14:29:23,feel dead inside
2025-05-14,2025-05-14 15:06:48,completely empty
2025-05-14,2025-05-14 15:44:32,no feelings left
2025-05-14,2025-05-14 16:21:57,just numb
2025-05-14,2025-05-14 16:59:21,and exhausted
2025-05-14,2025-05-14 17:36:46,cant remember the last time i felt okay
2025-05-14,2025-05-14 18:14:30,or happy
2025-05-14,2025-05-14 18:51:55,seems like forever ago
2025-05-14,2025-05-14 19:29:19,maybe it never existed
2025-05-14,2025-05-14 20:06:44,feel like ive always been like this
2025-05-14,2025-05-14 20:44:28,stuck in darkness
2025-05-14,2025-05-14 21:21:53,no way out
2025-05-14,2025-05-14 21:59:17,havent showered in over a week
2025-05-14,2025-05-14 22:36:42,dont care
2025-05-14,2025-05-14 23:14:26,about anything
2025-05-14,2025-05-14 23:51:51,trying to sleep
2025-05-14,2025-05-14 12:54:43,hey
2025-05-14,2025-05-14 14:21:18,yeah
2025-05-14,2025-05-14 15:48:04,no
2025-05-14,2025-05-14 17:14:49,terrible
2025-05-14,2025-05-14 18:41:25,😢
2025-05-14,2025-05-14 20:08:11,cant handle it
2025-05-14,2025-05-14 21:34:56,so done
2025-05-14,2025-05-14 23:01:32,night
2025-05-15,2025-05-15 12:49:27,morning
2025-05-15,2025-05-15 13:27:12,yeah im awake
2025-05-15,2025-05-15 14:04:37,wish i wasnt
2025-05-15,2025-05-15 14:42:01,another day of this
2025-05-15,2025-05-15 15:19:26,cant take it
2025-05-15,2025-05-15 15:57:10,feel so hopeless
2025-05-15,2025-05-15 16:34:35,like theres no point
2025-05-15,2025-05-15 17:11:59,to anything
2025-05-15,2025-05-15 17:49:24,whats the point of waking up
2025-05-15,2025-05-15 18:27:08,when everything hurts
2025-05-15,2025-05-15 19:04:33,emotionally
2025-05-15,2025-05-15 19:41:57,feel destroyed
2025-05-15,2025-05-15 20:19:22,from the inside
2025-05-15,2025-05-15 20:57:06,cant explain it better
2025-05-15,2025-05-15 21:34:31,just broken
2025-05-15,2025-05-15 22:11:55,completely broken 😔
2025-05-15,2025-05-15 22:49:20,havent eaten in 2 days
2025-05-15,2025-05-15 23:27:04,dont have the energy
2025-05-15,2025-05-15 13:03:18,hey
2025-05-15,2025-05-15 14:29:54,yeah
2025-05-15,2025-05-15 15:56:39,no
2025-05-15,2025-05-15 17:23:15,really bad today
2025-05-15,2025-05-15 18:50:01,😢😔
2025-05-15,2025-05-15 20:16:46,cant do anything
2025-05-15,2025-05-15 21:43:22,so hopeless
2025-05-15,2025-05-15 23:09:58,night
2025-05-16,2025-05-16 13:02:41,morning
2025-05-16,2025-05-16 13:40:26,yeah
2025-05-16,2025-05-16 14:17:51,didnt sleep at all
2025-05-16,2025-05-16 14:55:15,just laid there
2025-05-16,2025-05-16 15:32:40,staring into space
2025-05-16,2025-05-16 16:10:24,feel like a ghost
2025-05-16,2025-05-16 16:47:49,just going through the motions
2025-05-16,2025-05-16 17:25:13,not really here
2025-05-16,2025-05-16 18:02:38,disconnected from everything
2025-05-16,2025-05-16 18:40:22,and everyone
2025-05-16,2025-05-16 19:17:47,feel so alone
2025-05-16,2025-05-16 19:55:11,more alone than ever
2025-05-16,2025-05-16 20:32:36,even though people text
2025-05-16,2025-05-16 21:10:20,i cant respond properly
2025-05-16,2025-05-16 21:47:45,dont have it in me
2025-05-16,2025-05-16 22:25:09,everything feels impossible
2025-05-16,2025-05-16 23:02:34,even breathing
2025-05-16,2025-05-16 23:40:18,feels hard
2025-05-16,2025-05-16 13:16:35,hey
2025-05-16,2025-05-16 14:43:11,yeah
2025-05-16,2025-05-16 16:09:56,no
2025-05-16,2025-05-16 17:36:32,worse
2025-05-16,2025-05-16 19:03:18,😢
2025-05-16,2025-05-16 20:30:03,cant
2025-05-16,2025-05-16 21:56:39,so tired
2025-05-16,2025-05-16 23:23:25,night
2025-05-17,2025-05-17 13:14:53,morning
2025-05-17,2025-05-17 13:52:38,yeah im here
2025-05-17,2025-05-17 14:30:03,i guess
2025-05-17,2025-05-17 15:07:27,feel so defeated
2025-05-17,2025-05-17 15:44:52,by everything
2025-05-17,2025-05-17 16:22:36,cant fight anymore
2025-05-17,2025-05-17 16:59:21,no strength left
2025-05-17,2025-05-17 17:37:45,just want to disappear
2025-05-17,2025-05-17 18:15:10,and not exist
2025-05-17,2025-05-17 18:52:34,feel like such a failure
2025-05-17,2025-05-17 19:29:59,at everything
2025-05-17,2025-05-17 20:07:43,cant do anything right
2025-05-17,2025-05-17 20:45:08,everyone would be better off
2025-05-17,2025-05-17 21:22:32,without me
2025-05-17,2025-05-17 21:59:57,im just a burden
2025-05-17,2025-05-17 22:37:41,dragging everyone down
2025-05-17,2025-05-17 23:15:06,sorry for existing
2025-05-17,2025-05-17 23:52:30,trying to sleep
2025-05-17,2025-05-17 13:29:46,hey
2025-05-17,2025-05-17 14:56:22,yeah
2025-05-17,2025-05-17 16:23:07,no
2025-05-17,2025-05-17 17:49:43,awful
2025-05-17,2025-05-17 19:16:29,😔😢
2025-05-17,2025-05-17 20:43:14,cant anymore
2025-05-17,2025-05-17 22:09:50,so broken
2025-05-17,2025-05-17 23:36:36,night
2025-05-18,2025-05-18 13:28:17,morning
2025-05-18,2025-05-18 14:06:02,yeah
2025-05-18,2025-05-18 14:43:27,another sleepless night
2025-05-18,2025-05-18 15:20:51,feel like im dying
2025-05-18,2025-05-18 15:58:16,inside
2025-05-18,2025-05-18 16:36:00,everything is pain
2025-05-18,2025-05-18 17:13:25,emotional pain
2025-05-18,2025-05-18 17:50:49,that wont stop
2025-05-18,2025-05-18 18:28:14,no relief
2025-05-18,2025-05-18 19:05:58,no break
2025-05-18,2025-05-18 19:43:23,just constant suffering
2025-05-18,2025-05-18 20:20:47,cant remember what normal feels like
2025-05-18,2025-05-18 20:58:12,or if i was ever normal
2025-05-18,2025-05-18 21:35:56,maybe ive always been broken
2025-05-18,2025-05-18 22:13:21,just didnt know it
2025-05-18,2025-05-18 22:50:45,feel so worthless 😢
2025-05-18,2025-05-18 23:28:10,like i dont matter
2025-05-18,2025-05-18 13:42:39,hey
2025-05-18,2025-05-18 15:09:15,yeah
2025-05-18,2025-05-18 16:36:00,no
2025-05-18,2025-05-18 18:02:36,terrible
2025-05-18,2025-05-18 19:29:22,😢
2025-05-18,2025-05-18 20:56:07,cant handle this
2025-05-18,2025-05-18 22:22:43,so done with everything
2025-05-18,2025-05-18 23:49:29,night
2025-05-19,2025-05-19 13:41:38,morning
2025-05-19,2025-05-19 14:19:23,yeah im awake
2025-05-19,2025-05-19 14:56:48,unfortunately
2025-05-19,2025-05-19 15:34:12,feeling worse every day
2025-05-19,2025-05-19 16:11:37,thought it couldnt get worse
2025-05-19,2025-05-19 16:49:21,but it does
2025-05-19,2025-05-19 17:26:46,every single day
2025-05-19,2025-05-19 18:04:10,spiraling down
2025-05-19,2025-05-19 18:41:35,deeper and deeper
2025-05-19,2025-05-19 19:19:19,no bottom in sight
2025-05-19,2025-05-19 19:56:44,just falling
2025-05-19,2025-05-19 20:34:08,into darkness
2025-05-19,2025-05-19 21:11:33,cant see anything good
2025-05-19,2025-05-19 21:49:17,anywhere
2025-05-19,2025-05-19 22:26:42,everything is dark
2025-05-19,2025-05-19 23:04:06,and heavy
2025-05-19,2025-05-19 23:41:31,crushing me
2025-05-19,2025-05-19 13:55:52,hey
2025-05-19,2025-05-19 15:22:28,yeah
2025-05-19,2025-05-19 16:49:13,no
2025-05-19,2025-05-19 18:15:49,so bad
2025-05-19,2025-05-19 19:42:35,😔😢
2025-05-19,2025-05-19 21:09:20,cant go on
2025-05-19,2025-05-19 22:35:56,too much
2025-05-19,2025-05-19 14:02:42,night
2025-05-20,2025-05-20 13:54:29,morning
2025-05-20,2025-05-20 14:32:14,yeah
2025-05-20,2025-05-20 15:09:39,barely made it through the night
2025-05-20,2025-05-20 15:47:03,feel so lost
2025-05-20,2025-05-20 16:24:28,completely lost
2025-05-20,2025-05-20 17:02:12,dont know who i am anymore
2025-05-20,2025-05-20 17:39:37,or what im doing
2025-05-20,2025-05-20 18:17:01,just existing in pain
2025-05-20,2025-05-20 18:54:26,thats all
2025-05-20,2025-05-20 19:32:10,no purpose
2025-05-20,2025-05-20 20:09:35,no meaning
2025-05-20,2025-05-20 20:46:59,just suffering
2025-05-20,2025-05-20 21:24:24,day after day
2025-05-20,2025-05-20 22:02:08,cant see an end
2025-05-20,2025-05-20 22:39:33,to any of this
2025-05-20,2025-05-20 23:16:57,feel trapped
2025-05-20,2025-05-20 23:54:22,in my own mind
2025-05-20,2025-05-20 14:08:46,hey
2025-05-20,2025-05-20 15:35:22,yeah
2025-05-20,2025-05-20 17:02:07,no
2025-05-20,2025-05-20 18:28:43,horrible
2025-05-20,2025-05-20 19:55:29,😢😔
2025-05-20,2025-05-20 21:22:14,cant anymore
2025-05-20,2025-05-20 22:48:50,so empty inside
2025-05-20,2025-05-20 14:15:36,night
2025-05-21,2025-05-21 14:07:45,morning
2025-05-21,2025-05-21 14:45:30,yeah im here
2025-05-21,2025-05-21 15:22:55,barely
2025-05-21,2025-05-21 16:00:19,no sleep again
2025-05-21,2025-05-21 16:37:44,feel like im fading away
2025-05-21,2025-05-21 17:15:28,bit by bit
2025-05-21,2025-05-21 17:52:53,disappearing
2025-05-21,2025-05-21 18:30:17,into nothing
2025-05-21,2025-05-21 19:07:42,maybe thats better
2025-05-21,2025-05-21 19:45:26,than this
2025-05-21,2025-05-21 20:22:51,cant take the pain anymore
2025-05-21,2025-05-21 21:00:15,its too much
2025-05-21,2025-05-21 21:37:40,way too much
2025-05-21,2025-05-21 22:15:24,feel so defeated 😢
2025-05-21,2025-05-21 22:52:49,and hopeless
2025-05-21,2025-05-21 23:30:13,completely hopeless
2025-05-21,2025-05-21 14:22:18,hey
2025-05-21,2025-05-21 15:48:54,yeah
2025-05-21,2025-05-21 17:15:39,no
2025-05-21,2025-05-21 18:42:15,really bad
2025-05-21,2025-05-21 20:09:01,😔😢
2025-05-21,2025-05-21 21:35:46,cant keep going
2025-05-21,2025-05-21 23:02:22,too tired
2025-05-21,2025-05-21 14:29:08,night
2025-05-22,2025-05-22 14:21:52,morning
2025-05-22,2025-05-22 14:59:37,yeah
2025-05-22,2025-05-22 15:37:02,made it to another day
2025-05-22,2025-05-22 16:14:26,not sure why
2025-05-22,2025-05-22 16:51:51,everything still hurts
2025-05-22,2025-05-22 17:29:35,nothing has changed
2025-05-22,2025-05-22 18:07:00,still drowning
2025-05-22,2025-05-22 18:44:24,in sadness
2025-05-22,2025-05-22 19:21:49,cant breathe
2025-05-22,2025-05-22 19:59:33,under the weight of it all
2025-05-22,2025-05-22 20:36:58,feel so small
2025-05-22,2025-05-22 21:14:22,and insignificant
2025-05-22,2025-05-22 21:51:47,like i dont matter at all
2025-05-22,2025-05-22 22:29:31,maybe i dont
2025-05-22,2025-05-22 23:06:56,feel so broken 😢
2025-05-22,2025-05-22 23:44:20,beyond repair
2025-05-22,2025-05-22 14:35:47,hey
2025-05-22,2025-05-22 16:02:23,yeah
2025-05-22,2025-05-22 17:29:08,no
2025-05-22,2025-05-22 18:55:44,awful
2025-05-22,2025-05-22 20:22:30,😔😢
2025-05-22,2025-05-22 21:49:15,cant do this anymore
2025-05-22,2025-05-22 23:15:51,so tired of everything
2025-05-22,2025-05-22 14:42:37,night
